"BA";"Nombre";"DT";"DTBA";"Indicador";"Valor 2018";"Valor 2019";"Valor 2020";"Valor 2021";"Valor 2022"
1;"la Seu";1;11;86;1,45;1,22;0,85;0,75;0,9
2;"la Xerea";1;12;86;0,65;0,99;2,99;2,53;2,49
3;"el Carme";1;13;86;0,48;0,39;0,41;0,22;0,2
4;"el Pilar";1;14;86;0,58;0,22;1,26;1,25;1,6
5;"el Mercat";1;15;86;2,29;3,27;2,77;2,7;3,46
6;"Sant Francesc";1;16;86;0,29;0,2;0,04;0,04;0,02
7;"Russafa";2;21;86;0,65;0,58;0,42;0,49;0,7
8;"el Pla del Remei";2;22;86;0,09;0;0;0,28;0,28
9;"Gran Via";2;23;86;0;0;0,12;0,2;0,2
10;"el Botànic";3;31;86;0,58;0,15;0,15;0,15;0,3
11;"la Roqueta";3;32;86;0,74;0,65;0;0;0
12;"la Petxina";3;33;86;0,19;0,16;0,21;0,21;0,69
13;"Arrancapins";3;34;86;0,22;0,46;0,57;0,58;0,66
14;"Campanar";4;41;86;0,05;0,05;0,03;0,03;0,03
15;"les Tendetes";4;42;86;0;0;0;0;0
16;"el Calvari";4;43;86;0;0;0;0;0
17;"Sant Pau";4;44;86;0;0;0;0,37;4,22
18;"Marxalenes";5;51;86;0;0;0;0,89;1,31
19;"Morvedre";5;52;86;0,06;0,9;1,05;1,05;1,03
20;"Trinitat";5;53;86;0;0;0;0,31;0,31
21;"Tormos";5;54;86;0,02;0;0;0;0
22;"Sant Antoni";5;55;86;0;0;0;0;0,95
23;"Exposició";6;61;86;0;0;0;0;0
24;"Mestalla";6;62;86;0,01;0,01;0,22;0,22;0,6
25;"Jaume Roig";6;63;86;0;0;0;0;0
26;"Ciutat Universitària";6;64;86;0;0;0;0;0
27;"Nou Moles";7;71;86;0,15;0,15;0,53;0,63;1,01
28;"Soternes";7;72;86;0;0;0;0;0
29;"Tres Forques";7;73;86;0;0;0;0;0
30;"la Fontsanta";7;74;86;0;0;0;0;0
31;"la Llum";7;75;86;0;0;0;0;0
32;"Patraix";8;81;86;0,01;0,01;0;0,18;0,77
33;"Sant Isidre";8;82;86;0;0;0;3,09;4,82
34;"Vara de Quart";8;83;86;0;0;0;0;0
35;"Safranar";8;84;86;0,92;1,34;1,69;4,26;5,99
36;"Favara";8;85;86;0;0;0;0;0
37;"la Raiosa";9;91;86;0,01;0,01;0,01;0;0,35
38;"l'Hort de Senabre";9;92;86;0;0;0;0;0
39;"la Creu Coberta";9;93;86;0;0;0;0;0
41;"Camí Real";9;95;86;0;0;0;0;0
42;"Mont-Olivet";10;101;86;0;0;0;0;0
43;"en Corts";10;102;86;0,65;0,64;1;0,98;1,16
44;"Malilla";10;103;86;0,02;0,01;0,02;2,07;5,34
45;"Fonteta de Sant Lluís";10;104;86;2,97;0,42;0,07;0,07;3,28
46;"na Rovella";10;105;86;0;0;0;0;0
47;"la Punta";10;106;86;0,7;0,7;3,73;3,73;10,35
48;"Ciutat de les Arts i les Ciències";10;107;86;2,34;2,9;2,9;2,9;7,24
49;"el Grau";11;111;86;0;0,17;0,17;0,17;2,95
50;"el Cabanyal-el Canyamelar";11;112;86;0,09;0,15;0,32;0,35;0,54
51;"la Malva-rosa";11;113;86;0;0;0,01;0,01;0,88
52;"Beteró";11;114;86;0;0;0;0;0
53;"Natzaret";11;115;86;0,2;0,17;0,17;0,1;0,07
54;"Aiora";12;121;86;0,02;0;0;0,34;0,34
55;"Albors";12;122;86;0,02;0,02;0,44;0,44;0,44
56;"la Creu del Grau";12;123;86;0;0;0;0;0,14
57;"Camí Fondo";12;124;86;0;0;0;0;0,04
58;"Penya-roja";12;125;86;0,83;0,83;0,56;2,85;3,22
59;"l'Illa Perduda";13;131;86;0;0;0;0;0
60;"Ciutat Jardí";13;132;86;0;0;0;0;0
61;"l'Amistat";13;133;86;0;0;0;0;0
62;"la Bega Baixa";13;134;86;0;0;0;0;0
63;"la Carrasca";13;135;86;0;0;0;0;0
64;"Benimaclet";14;141;86;0,08;0,07;0,08;0,2;0,19
65;"Camí de Vera";14;142;86;0;0;0;0;0
66;"Orriols";15;151;86;0,01;0;0;0;0
67;"Torrefiel";15;152;86;0,64;0,64;0,65;0,1;0,1
68;"Sant Llorenç";15;153;86;0;0,77;0,77;0,77;3,33
69;"Benicalap";16;161;86;0,31;0,31;0,34;0,99;2,5
70;"Ciutat Fallera";16;162;86;0;0;0;0;0
71;"Benifaraig";17;171;86;0,56;0,38;0,19;0;0
72;"Poble Nou";17;172;86;0,21;0,21;0;0;0,21
73;"Carpesa";17;173;86;0,17;0;0;0,17;0,34
74;"Cases de Bàrcena";17;174;86;0;0;0;0;0
75;"Mauella";17;175;86;0;0;0;0;1,41
76;"Massarrojos";17;176;86;5,79;0,09;0,17;0,34;0,68
77;"Borbotó";17;177;86;0,5;0,5;0,25;0,25;0
78;"Benimàmet";18;181;86;0,12;0,09;0,09;0,05;0,08
79;"Beniferri";18;182;86;0,2;0,2;0,2;0,2;0,2
80;"el Forn d'Alcedo";19;191;86;0;0;0;0;0
81;"el Castellar-l'Oliverar";19;192;86;0,21;0,18;0,12;0,06;0,03
82;"Pinedo";19;193;86;0,15;0,15;0,08;0;0
83;"el Saler";19;194;86;0;0;0;0;0
84;"el Palmar";19;195;86;0;0,24;0,24;0,24;0,48
85;"el Perellonet";19;196;86;0;0;0;0,55;0,55
86;"la Torre";19;197;86;0,64;0;0;0;0
87;"Faitanar";19;198;86;19,69;10,13;10,13;9,91;0
