Actividades económicas comerciales y de servicios;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Distrito;Barrio;Denominación;Comercio, restaurantes, hostelería y reparaciones;Transportes y comunicaciones;Instituciones financieras y seguros;Otros servicios;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1;1.1. la Seu;309;7;147;74;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;2;1.2. la Xerea;393;26;447;137;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;3;1.3. el Carme;313;7;91;80;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;4;1.4. el Pilar;173;9;85;80;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;5;1.5. el Mercat;756;6;215;96;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;6;1.6. Sant Francesc;1.198;59;1.295;417;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;1;2.1. Russafa;1.534;51;480;384;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;2;2.2. el Pla del Remei;857;55;903;285;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;3;2.3. Gran Via;766;25;523;231;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;1;3.1. el Botànic;324;11;195;117;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;2;3.2. la Roqueta;508;24;311;174;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;3;3.3. la Petxina;556;20;237;207;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3;4;3.4. Arrancapins;984;68;491;346;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4;1;4.1. Campanar;718;19;219;174
4;2;4.2. les Tendetes;132;9;36;44
4;3;4.3. el Calvari;148;7;21;23
4;4;4.4. Sant Pau;381;17;270;162
5;1;5.1. Marxalenes;237;4;57;68
5;2;5.2. Morvedre;261;10;91;84
5;3;5.3. Trinitat;248;5;85;91
5;4;5.4. Tormos;186;10;51;61
5;5;5.5. Sant Antoni;249;6;102;82
6;1;6.1. Exposició;219;9;196;130
6;2;6.2. Mestalla;486;34;419;196
6;3;6.3. Jaume Roig;174;10;141;82
6;4;6.4. Ciutat Universitària;120;2;85;68
7;1;7.1. Nou Moles;690;36;193;207
7;2;7.2. Soternes;119;3;22;46
7;3;7.3. Tres Forques;127;8;37;47
7;4;7.4. la Fontsanta;65;4;6;22
7;5;7.5. la Llum;100;6;28;34
8;1;8.1. Patraix;793;26;233;228
8;2;8.2. Sant Isidre;202;15;45;50
8;3;8.3. Vara de Quart;415;24;93;104
8;4;8.4. Safranar;187;14;95;50
8;5;8.5. Favara;105;4;24;22
9;1;9.1. la Raiosa;425;30;204;173
9;2;9.2. l'Hort de Senabre;431;13;91;128
9;3;9.3. la Creu Coberta;150;6;28;41
9;4;9.4. Sant Marcel·lí;189;5;37;61
9;5;9.5. Camí Real;66;6;21;21
10;1;10.1. Mont-Olivet;531;23;163;133
10;2;10.2. En Corts;308;15;72;111
10;3;10.3. Malilla;514;29;138;130
10;4;10.4. Fonteta de Sant Lluís;64;3;19;18
10;5;10.5. na Rovella;77;4;17;34
10;6;10.6. la Punta;254;14;21;22
10;7;10.7. Ciutat de les Arts i de les Ciències;314;24;129;73
11;1;11.1. el Grau;323;245;110;80
11;2;11.2. el Cabanyal-el Canyamelar;777;85;140;154
11;3;11.3. la Malva-rosa;258;3;34;71
11;4;11.4. Beteró;121;10;35;33
11;5;11.5. Natzaret;126;5;19;34
12;1;12.1. Aiora;553;29;153;163
12;2;12.2. Albors;343;10;79;120
12;3;12.3. la Creu del Grau;325;10;96;90
12;4;12.4. Camí Fondo;99;6;53;39
12;5;12.5. Penya-roja;404;21;262;81
13;1;13.1. l'Illa Perduda;229;7;44;86
13;2;13.2. Ciutat Jardí;427;10;115;127
13;3;13.3. l'Amistat;210;9;63;71
13;4;13.4. la Bega Baixa;208;8;119;78
13;5;13.5. la Carrasca;126;5;81;69
14;1;14.1. Benimaclet;729;23;264;282
14;2;14.2. Camí de Vera;96;0;37;29
15;1;15.1. Orriols;320;7;51;88
15;2;15.2. Torrefiel;568;19;117;157
15;3;15.3. Sant Llorenç;219;5;88;66
16;1;16.1. Benicalap;855;36;228;259
16;2;16.2. Ciutat Fallera;71;4;16;31
17;1;17.1. Benifaraig;17;0;4;3
17;2;17.2. Poble Nou;32;1;7;1
17;3;17.3. Carpesa;31;9;5;6
17;4;17.4. Cases de Bàrcena;17;1;3;0
17;5;17.5. Mauella;3;1;0;0
17;6;17.6. Massarrojos;22;3;13;5
17;7;17.7. Borbotó;7;1;4;2
18;1;18.1. Benimàmet;308;7;59;76
18;2;18.2. Beniferri;47;8;73;20
19;1;19.1. el Forn d'Alcedo;94;3;13;5
19;2;19.2. el Castellar-l'Oliverar;158;12;27;33
19;3;19.3. Pinedo;114;2;16;29
19;4;19.4. el Saler;39;2;15;5
19;5;19.5. el Palmar;49;0;4;2
19;6;19.6. el Perellonet;27;0;5;4
19;7;19.7. la Torre;89;2;11;18
19;8;19.8. Faitanar;18;3;5;9
99;9;No consta;4.903;4.631;9.613;3.152
Impuesto de Actividades Económicas. Oficina de Estadística. Ajuntament de València;;;;;;
